hovedperson,ektefelleEllerPartner,sivilstand,erGjeldende,sivilstandsdato,myndighet
09866995521,22836797276,GIFT,True,2017-01-28,None
09867397636,27847399126,GIFT,True,2011-12-06,None
09868499858,02898299328,GIFT,True,2008-09-22,None
09882449693,16872349565,GIFT,True,1968-09-02,None
09898397553,20848393682,GIFT,True,2011-12-13,None
09902848387,15852949047,GIFT,True,1986-09-30,None
09903949462,18863649958,GIFT,True,1978-07-26,None
09913547982,15863548621,GIFT,True,1974-03-05,None
10854597642,27844197794,GIFT,True,1984-07-01,None
10855896597,05885897446,GIFT,True,2015-03-31,None
10862849626,15902849529,GIFT,True,1953-09-28,None
10863049607,09842949960,GIFT,True,1966-07-10,None
10863347306,26893547494,GIFT,True,1981-08-11,None
10864099497,23924098589,GIFT,True,1997-02-01,None
10864199327,18894297642,GIFT,True,2010-03-15,None
10897999086,15837897766,GIFT,True,2003-07-03,None
10920348799,09830547859,GIFT,True,1958-03-16,None
10924397921,06924198646,GIFT,True,2018-06-23,None
10926697426,22866695729,GIFT,True,2006-12-27,None
11814996710,06834797214,GIFT,True,2011-05-03,None
11820448962,29920347655,GIFT,True,2014-12-21,None
11848799728,13918899442,GIFT,True,2014-04-19,None
11861849556,22851949678,GIFT,True,1959-04-19,None
11872048229,01861948540,GIFT,True,2014-11-26,None
11881848157,03901748070,GIFT,True,1967-03-05,None
11902649974,02882749420,GIFT,True,1985-10-10,None
11903348722,13913148244,GIFT,True,1987-03-20,None
11914897531,15924898442,GIFT,True,1983-08-14,None
11924098106,06903949021,GIFT,True,2001-01-11,None
12822749028,22852649139,GIFT,True,1987-05-06,None
12824099748,03833849882,GIFT,True,1998-04-12,None
12847798783,04857699624,GIFT,True,2002-01-31,None
12862849270,16862648734,GIFT,True,2012-05-31,None
12863149787,21823349448,GIFT,True,2011-09-15,None
12863747196,30863848489,GIFT,True,1960-12-17,None
12867499170,16857498090,GIFT,True,2012-07-18,None
12882849684,30813048724,GIFT,True,1962-08-06,None
13814697449,16914998593,GIFT,True,1989-03-28,None
13821549773,14861548474,GIFT,True,2015-11-18,None
13823049654,09862749313,GIFT,True,1963-10-29,None
13823848646,20863948186,GIFT,True,2008-08-16,None
13832047958,22811649817,GIFT,True,1946-07-04,None
13848899393,03909096234,GIFT,True,2019-06-16,None
13851449722,25881149284,GIFT,True,2019-10-13,None
13857297681,21907497523,GIFT,True,2003-02-27,None
13883548048,15873548107,GIFT,True,1962-01-14,None
13896896754,24886897215,GIFT,True,2001-12-16,None
13916298859,21866595930,GIFT,True,2002-04-18,None
13917195638,15817196532,GIFT,True,2018-01-22,None
14814497799,17844299079,GIFT,True,2019-05-17,None
14819497991,27909598813,GIFT,True,2016-09-08,None
14821948801,08851749366,GIFT,True,1965-11-10,None
14822649832,02913049783,GIFT,True,2003-06-28,None
14832547124,15912248043,GIFT,True,1953-04-29,None
14849497023,20899497784,GIFT,True,2015-05-20,None
14852448734,15902549819,GIFT,True,1966-01-29,None
14858597782,20828398084,GIFT,True,2016-07-26,None
14861548474,13821549773,GIFT,True,2015-11-18,None
14894099918,20913749430,GIFT,True,2000-06-16,None
14898498949,09878299210,GIFT,True,2017-03-16,None
14913049722,04813049894,GIFT,True,2004-06-30,None
14918999230,24869099526,GIFT,True,2013-08-20,None
15822248923,09822349037,GIFT,True,1952-04-07,None
15833948625,05923648730,GIFT,True,1992-07-04,None
15834397525,04884198408,GIFT,True,1962-11-30,None
15841949967,07911649475,GIFT,True,1976-04-26,None
15842849702,26883049259,GIFT,True,2012-02-20,None
15850349409,19830249373,GIFT,True,2013-05-23,None
15851949876,09811949962,GIFT,True,2003-08-05,None
15852949047,09902848387,GIFT,True,1986-09-30,None
15863548621,09913547982,GIFT,True,1974-03-05,None
15873548107,13883548048,GIFT,True,1962-01-14,None
15887799897,14877698700,GIFT,True,2007-08-05,None
15902549819,14852448734,GIFT,True,1966-01-29,None
15902849529,10862849626,GIFT,True,1953-09-28,None
15912248043,14832547124,GIFT,True,1953-04-29,None
15912649153,04822949229,GIFT,True,1994-11-15,None
15913049923,26833049894,GIFT,True,1965-09-22,None
15913749607,07884099107,GIFT,True,1979-08-08,None
15914398891,20864298959,GIFT,True,1963-03-26,None
15917496290,31907296779,GIFT,True,2014-07-15,None
15918098418,31817797337,GIFT,True,2015-05-08,None
15922049642,29881749589,GIFT,True,1996-06-03,None
15923649929,26834099836,GIFT,True,1999-03-05,None
16814797396,29814797889,GIFT,True,2011-05-13,None
16829198367,20879196605,GIFT,True,2015-09-01,None
16832849247,31882749323,GIFT,True,2013-08-05,None
16862648734,12862849270,GIFT,True,2012-05-31,None
16869499254,16849199564,GIFT,True,2018-04-15,None
16872349565,09882449693,GIFT,True,1968-09-02,None
16872949732,23872849009,GIFT,True,1978-02-06,None
16881349527,22881547663,GIFT,True,1986-05-06,None
16891849420,05831648998,GIFT,True,1941-11-30,None
16914998593,13814697449,GIFT,True,1989-03-28,None
16929598702,01909398491,GIFT,True,2018-04-17,None
17816197961,05836398051,GIFT,True,1997-08-22,None
17829397897,12919398149,GIFT,True,2017-09-28,None
17832149098,01912248964,GIFT,True,1958-06-23,None
17833348345,29813248040,GIFT,True,1995-04-15,None
17844299079,14814497799,GIFT,True,2019-05-17,None
17852649062,19892849547,GIFT,True,2006-02-25,None
17853648388,20863749019,GIFT,True,1998-07-08,None
17878199707,16828199475,GIFT,True,2010-09-03,None
17882248194,08832348032,GIFT,True,1943-05-29,None
17895097004,21854795179,GIFT,True,1984-05-29,None
17899197542,09889198424,GIFT,True,2018-11-24,None
17905796518,03815698451,GIFT,True,1987-03-21,None
17912849678,28852949378,GIFT,True,2001-03-27,None
18834197924,19914497208,GIFT,True,1993-09-18,None
18863649958,09903949462,GIFT,True,1978-07-26,None
18865797776,21846096679,GIFT,True,1991-01-19,None
18882349957,02912449648,GIFT,True,2004-01-10,None
18894197974,01854298441,GIFT,True,2013-01-25,None
18894199985,24824499841,GIFT,True,1963-03-07,None
18894297642,10864199327,GIFT,True,2010-03-15,None
18898895498,23929097130,GIFT,True,2015-07-01,None
18923249377,22883547024,GIFT,True,1976-09-17,None
19830249373,15850349409,GIFT,True,2013-05-23,None
19852949336,03912849065,GIFT,True,2014-04-10,None
19854797797,01824898215,GIFT,True,1978-04-11,None
19869598499,15869598957,GIFT,True,2016-08-08,None
19872547846,06882248184,GIFT,True,1999-12-12,None
19877495364,14867397036,GIFT,True,2001-11-04,None
19887197302,17927396661,GIFT,True,2016-03-30,None
19890849329,06920648876,GIFT,True,1963-08-09,None
19891448832,07861248962,GIFT,True,1946-06-30,None
19892849547,17852649062,GIFT,True,2006-02-25,None
19893349319,05873149894,GIFT,True,2016-06-18,None
19897496480,27837498525,GIFT,True,2001-02-13,None
19907698885,23927897717,GIFT,True,2017-06-21,None
19914497208,18834197924,GIFT,True,1993-09-18,None
19923549016,05893548973,GIFT,True,1991-07-14,None
20821749930,22862049466,GIFT,True,1973-02-21,None
20848395340,15898398290,GIFT,True,2019-05-03,None
20863749019,17853648388,GIFT,True,1998-07-08,None
20863948186,13823848646,GIFT,True,2008-08-16,None
20864298959,15914398891,GIFT,True,1963-03-26,None
20867896342,07927998445,GIFT,True,2009-09-15,None
20894397994,28854598076,GIFT,True,2000-02-28,None
20913749430,14894099918,GIFT,True,2000-06-16,None
20918696246,16918695900,GIFT,True,2006-09-22,None
20922149306,04862349607,GIFT,True,1979-06-25,None
20922849928,03912949833,GIFT,True,1973-08-28,None
21822948399,22822948832,GIFT,True,2015-01-24,None
21823349448,12863149787,GIFT,True,2011-09-15,None
21827295946,20907297048,GIFT,True,2000-05-07,None
21854795179,17895097004,GIFT,True,1984-05-29,None
21863748930,28903747856,GIFT,True,1963-01-01,None
21866595930,13916298859,GIFT,True,2002-04-18,None
21883348513,04863148648,GIFT,True,1954-09-18,None
21898997518,04918898293,GIFT,True,2017-08-15,None
21900649565,31850849822,GIFT,True,1941-02-08,None
21924897098,24905096989,GIFT,True,2007-04-14,None
22811649817,13832047958,GIFT,True,1946-07-04,None
22813548473,22923549386,GIFT,True,1973-04-23,None
22822748124,31922847250,GIFT,True,1988-03-22,None
22822948832,21822948399,GIFT,True,2015-01-24,None
22825298561,28885599615,GIFT,True,1978-09-06,None
22830348194,31830249403,GIFT,True,1994-04-23,None
22836797276,09866995521,GIFT,True,2017-01-28,None
22836996252,18916696716,GIFT,True,2014-12-26,None
22851949678,11861849556,GIFT,True,1959-04-19,None
22852649139,12822749028,GIFT,True,1987-05-06,None
22853948326,08833747402,GIFT,True,1970-03-13,None
22862049466,20821749930,GIFT,True,1973-02-21,None
22871349219,07901148516,GIFT,True,1984-04-04,None
22873249335,01823449255,GIFT,True,1963-08-05,None
22874099698,08924098784,GIFT,True,1990-02-14,None
22881547663,16881349527,GIFT,True,1986-05-06,None
22883348633,27893148758,GIFT,True,1959-05-23,None
22883547024,18923249377,GIFT,True,1976-09-17,None
22920249268,25880449985,GIFT,True,1945-08-26,None
22923549386,22813548473,GIFT,True,1973-04-23,None
23813049635,02913049945,GIFT,True,1961-09-04,None
23813449609,23903449314,GIFT,True,2001-05-29,None
23853248843,06873248546,GIFT,True,2015-04-11,None
23872348816,05852448530,GIFT,True,1955-03-03,None
23872849009,16872949732,GIFT,True,1978-02-06,None
23874198773,28884497827,GIFT,True,1998-10-15,None
23903449314,23813449609,GIFT,True,2001-05-29,None
23904399264,29914597542,GIFT,True,2003-08-11,None
23913149866,01903349111,ENKE_ELLER_ENKEMANN,True,2021-05-19,None
23913149866,01903349111,GIFT,False,2000-02-07,None
23917899819,13877699565,GIFT,True,2008-09-23,None
23924098589,10864099497,GIFT,True,1997-02-01,None
24811849231,27902048575,GIFT,True,1992-07-24,None
24822749743,08902949667,GIFT,True,1979-05-18,None
24824499841,18894199985,GIFT,True,1963-03-07,None
24832148853,27892247523,GIFT,True,2008-12-24,None
24879498372,25929397838,GIFT,True,2018-10-31,None
24882049686,08871849367,GIFT,True,1973-12-13,None
24901548443,29921348558,GIFT,True,1996-01-16,None
24905096989,21924897098,GIFT,True,2007-04-14,None
24927695975,26917795621,GIFT,True,2001-01-08,None
25818798477,24869099364,GIFT,True,2012-09-08,None
25821649814,01841949788,GIFT,True,2005-04-07,None
25828699078,11908798912,GIFT,True,2009-01-19,None
25835597647,21815497357,GIFT,True,2018-12-17,None
25838199669,13918599732,GIFT,True,2010-01-28,None
25845498671,05885296132,GIFT,True,1983-06-28,None
25872249748,08872549847,GIFT,True,1949-10-17,None
25880449985,22920249268,GIFT,True,1945-08-26,None
25881149284,13851449722,GIFT,True,2019-10-13,None
25897397288,01927399128,GIFT,True,2019-04-13,None
25897897949,13887899406,GIFT,True,2013-08-28,None
25901749399,05881749671,GIFT,True,2007-08-29,None
25918999402,09848698935,GIFT,True,2018-08-12,None
26833049894,15913049923,GIFT,True,1965-09-22,None
26834099836,15923649929,GIFT,True,1999-03-05,None
26835396346,26915498255,GIFT,True,2017-10-05,None
26869397112,20929398484,GIFT,True,2018-12-28,None
26874196346,27924496245,GIFT,True,1974-11-05,None
26882449628,28812349998,GIFT,True,1955-01-25,None
26883049259,15842849702,GIFT,True,2012-02-20,None
26893547494,10863347306,GIFT,True,1981-08-11,None
26915498255,26835396346,GIFT,True,2017-10-05,None
26923049338,07832848411,GIFT,True,2005-04-24,None
27833849870,07863649948,GIFT,True,1962-01-30,None
27844197794,10854597642,GIFT,True,1984-07-01,None
27871949471,02821649512,GIFT,True,1980-05-25,None
27892247523,24832148853,GIFT,True,2008-12-24,None
27893148758,22883348633,GIFT,True,1959-05-23,None
27902048575,24811849231,GIFT,True,1992-07-24,None
27903149065,29853148170,GIFT,True,1958-12-27,None
27924496245,26874196346,ENKE_ELLER_ENKEMANN,True,2021-11-08,None
27924496245,26874196346,GIFT,False,1974-11-05,None
27925498527,10835398280,GIFT,True,2002-03-14,None
28812349998,26882449628,GIFT,True,1955-01-25,None
28852949378,17912849678,GIFT,True,2001-03-27,None
28854598076,20894397994,GIFT,True,2000-02-28,None
28873348749,01873549226,GIFT,True,1997-01-10,None
28873748631,14853748987,GIFT,True,2014-07-27,None
28878298944,14888499238,GIFT,True,2015-07-29,None
28884497827,23874198773,GIFT,True,1998-10-15,None
28888499417,31878599384,GIFT,True,2010-11-19,None
28897296723,20917196819,GIFT,True,2018-05-23,None
28903747856,21863748930,ENKE_ELLER_ENKEMANN,True,2021-03-22,None
28903747856,21863748930,GIFT,False,1963-01-01,None
28925998550,31855899453,GIFT,True,1982-03-26,None
29813248040,17833348345,GIFT,True,1995-04-15,None
29853148170,27903149065,GIFT,True,1958-12-27,None
29872949397,01812647268,GIFT,True,2016-05-31,None
29881749589,15922049642,GIFT,True,1996-06-03,None
29907398399,05897598819,GIFT,True,2004-04-10,None
29914597542,23904399264,GIFT,True,2003-08-11,None
29920347655,11820448962,GIFT,True,2014-12-21,None
29921348558,24901548443,GIFT,True,1996-01-16,None
30813048724,12882849684,GIFT,True,1962-08-06,None
30846197415,14916394382,GIFT,True,2003-02-05,None
30847697942,12847899830,GIFT,True,2019-10-02,None
30863848489,12863747196,GIFT,True,1960-12-17,None
30865398898,06925198321,GIFT,True,2011-07-21,None
30908499413,29818499335,GIFT,True,2016-07-27,None
30914996852,04844696936,GIFT,True,1997-12-18,None
30929498204,04829498109,GIFT,True,2014-01-05,None
31830249403,22830348194,GIFT,True,1994-04-23,None
31850849822,21900649565,GIFT,True,1941-02-08,None
31855899453,28925998550,GIFT,True,1982-03-26,None
31858497887,03928296147,GIFT,True,2018-09-29,None
31882749323,16832849247,GIFT,True,2013-08-05,None
31889097801,04908896969,GIFT,True,2019-06-15,None
31922847250,22822748124,GIFT,True,1988-03-22,None
31925196358,05835597433,GIFT,True,2012-04-16,None
01810948996,27870747824,GIFT,True,2014-08-13,None
01816198840,21816397526,GIFT,True,1988-06-30,None
01820449513,19920249402,GIFT,True,1927-09-11,None
01825097674,16814696581,GIFT,True,1992-02-25,None
01825499063,08925298159,GIFT,True,2008-03-16,None
01826897488,30846797501,GIFT,True,1987-03-19,None
01845599498,29895197902,GIFT,True,2015-04-03,None
01846198144,16866398627,GIFT,True,1985-03-14,None
01848098937,22857999227,GIFT,True,2004-04-25,None
01855397516,26875599495,GIFT,True,2000-09-21,None
01864598818,31854598921,GIFT,True,1985-07-11,None
01866997388,21816798636,GIFT,True,2019-02-08,None
01867498458,12917498537,GIFT,True,2016-11-07,None
01870349390,10860549617,GIFT,True,1988-09-09,None
01876798472,07926797349,GIFT,True,2003-06-01,None
01881048139,24910947857,GIFT,True,1953-03-24,None
01881547844,25901549357,GIFT,True,2012-05-15,None
01882948125,18892649819,GIFT,True,1955-10-25,None
01906499998,03886198859,GIFT,True,2006-05-25,None
01909398491,16929598702,GIFT,True,2018-04-17,None
01910248827,25820248352,GIFT,True,1955-01-11,None
01911549006,30861549778,GIFT,True,1960-01-05,None
01913249271,12913449566,GIFT,True,2006-09-19,None
01916094503,07835697260,GIFT,True,2015-12-01,None
01920449057,06880249183,GIFT,True,2000-02-15,None
01926796379,28916797682,GIFT,True,2012-03-04,None
02825697376,26915796892,GIFT,True,2002-05-13,None
02826396981,07926598605,GIFT,True,1990-08-23,None
02827094784,20836797036,GIFT,True,2001-06-16,None
02832349235,28892349160,GIFT,True,2010-07-17,None
02834597155,19894397430,GIFT,True,1966-12-02,None
02840049992,12820049207,GIFT,True,1997-01-29,None
02840549634,10880349908,GIFT,True,2011-07-23,None
02842349810,24902149534,GIFT,True,1962-02-16,None
02855095400,09854697371,GIFT,True,2017-11-18,None
02861248987,28921349655,GIFT,True,1999-09-22,None
02878498324,05878198036,GIFT,True,2004-02-04,None
02884498573,21924299840,GIFT,True,1996-05-25,None
02887598307,02857297833,GIFT,True,2016-01-18,None
02894997411,31924899908,GIFT,True,2016-01-30,None
02895499032,22895598716,GIFT,True,1977-12-10,None
02896997044,09846998184,GIFT,True,1991-05-26,None
02898299328,09868499858,GIFT,True,2008-09-22,None
02904796533,01854996467,GIFT,True,1980-10-13,None
02910848790,07880749611,GIFT,True,1988-01-08,None
02915498186,30815398404,GIFT,True,1980-08-11,None
02916096634,20916096950,GIFT,True,2003-09-27,None
02916198232,12836198326,GIFT,True,2015-09-28,None
02917697704,05827898246,GIFT,True,2000-10-03,None
02920248937,08870147644,GIFT,True,2008-10-29,None
02926898097,14886997346,GIFT,True,1998-08-26,None
02926995203,25856695312,GIFT,True,1999-10-15,None
03810749635,27830649935,GIFT,True,2017-06-25,None
03816897547,25846798490,GIFT,True,1998-07-21,None
03816996693,28916797178,GIFT,True,2015-12-25,None
03824097886,12823748343,GIFT,True,2004-03-10,None
03833849882,12824099748,GIFT,True,1998-04-12,None
03842048841,31851748108,GIFT,True,2010-09-11,None
03854498613,11864598708,GIFT,True,1995-06-30,None
03856895768,07896795834,GIFT,True,2009-11-09,None
03857599240,17817498736,GIFT,True,2019-03-23,None
03865996100,04875894027,GIFT,True,1990-03-16,None
03868098057,05847696798,GIFT,True,2008-02-22,None
03886197550,25856498266,GIFT,True,2018-04-11,None
03890049639,05910049978,GIFT,True,1973-06-26,None
03894698100,30864997224,GIFT,True,1977-04-24,None
03896797718,12826696824,GIFT,True,2005-07-28,None
03898898236,02889099324,GIFT,True,2019-12-14,None
03899398199,06929399089,GIFT,True,2018-05-19,None
03901948002,11881647917,GIFT,True,1950-04-18,None
03907797774,18837798899,GIFT,True,2010-11-02,None
03909096234,13848899393,GIFT,True,2019-06-16,None
03921949633,13821649956,GIFT,True,1989-08-03,None
03922648572,09862748449,GIFT,True,1968-12-23,None
03928296147,31858497887,GIFT,True,2018-09-29,None
04810347428,11830249380,GIFT,True,1925-06-19,None
04810449530,20820249241,GIFT,True,1961-04-04,None
04814697407,17834695979,GIFT,True,1996-01-02,None
04816096664,20835797350,GIFT,True,1999-12-31,None
04816196847,20856596967,GIFT,True,2009-09-16,None
04816395319,10876394842,GIFT,True,1985-08-10,None
04818399397,05858598615,GIFT,True,2007-03-20,None
04828497206,14818299770,GIFT,True,2003-05-30,None
04829498109,30929498204,GIFT,True,2014-01-05,None
04832047754,31812048492,GIFT,True,2006-05-14,None
04837096672,04897097759,GIFT,True,2011-07-27,None
04843448378,01903149694,GIFT,True,1959-10-11,None
04851449286,23921349165,GIFT,True,1937-03-16,None
04853648995,07854098262,GIFT,True,1978-02-10,None
04857699624,12847798783,GIFT,True,2002-01-31,None
04867399823,01857599949,GIFT,True,2014-04-10,None
04867496535,03827296685,GIFT,True,1997-12-31,None
04869398239,03869498563,GIFT,True,2013-10-20,None
04870649946,06870649086,GIFT,True,1933-05-13,None
04876395520,10876296409,GIFT,True,2017-05-05,None
04896799091,07816996559,GIFT,True,1992-06-07,None
04898697792,06919097882,GIFT,True,2011-08-31,None
04904897316,03924997035,GIFT,True,2013-09-03,None
04907497831,07897197949,GIFT,True,1998-02-06,None
04908896969,31889097801,GIFT,True,2019-06-15,None
04918898293,21898997518,GIFT,True,2017-08-15,None
04921349667,17921349998,GIFT,True,1972-02-27,None
04927898840,20857897731,GIFT,True,2013-10-22,None
05821049271,25840749544,GIFT,True,2004-05-18,None
05828599358,20818499222,GIFT,True,2013-11-06,None
05834697345,12904998204,GIFT,True,1972-11-23,None
05835597433,31925196358,GIFT,True,2012-04-16,None
05836398051,17816197961,GIFT,True,1997-08-22,None
05836496142,16926397811,GIFT,True,2018-12-21,None
05836998148,28876699240,GIFT,True,1999-02-19,None
05845896854,09895896931,GIFT,True,1997-12-05,None
05870049465,22910049902,GIFT,True,1985-09-13,None
05870049708,23850049882,GIFT,True,1945-05-17,None
05884698512,05894998050,GIFT,True,1985-12-19,None
05885296132,25845498671,GIFT,True,1983-06-28,None
05885398911,03905198091,GIFT,True,1990-12-22,None
05892648370,23813047462,GIFT,True,1976-03-02,None
05894998050,05884698512,GIFT,True,1985-12-19,None
05897598819,29907398399,GIFT,True,2004-04-10,None
05898199314,25888298412,GIFT,True,2002-12-25,None
05900348985,18810347879,GIFT,True,1926-09-08,None
05910049978,03890049639,GIFT,True,1973-06-26,None
05910849915,30900949630,GIFT,True,2015-10-22,None
06819496933,05819497283,GIFT,True,2013-03-19,None
06828497950,27918197694,GIFT,True,2006-03-25,None
06832248043,29852248759,GIFT,True,1965-08-08,None
06834797214,11814996710,GIFT,True,2011-05-03,None
06836597239,12846498530,GIFT,True,2005-07-13,None
06840549680,07920349131,GIFT,True,2008-05-11,None
06846198049,16846196785,GIFT,True,2016-07-19,None
06846596516,12856497818,GIFT,True,1986-05-17,None
06861349061,15851349518,GIFT,True,1951-01-23,None
06866097567,04825796229,GIFT,True,2015-03-21,None
06867398846,02867199732,GIFT,True,2016-04-16,None
06870649086,04870649946,GIFT,True,1933-05-13,None
06873749243,09833847977,GIFT,True,1981-12-04,None
06876394543,04816196413,GIFT,True,2012-06-28,None
06877598444,02827397965,GIFT,True,2001-05-11,None
06879099380,30918998876,GIFT,True,2019-06-20,None
06880249183,01920449057,GIFT,True,2000-02-15,None
06880349447,07820548927,GIFT,True,1956-04-15,None
06885997900,04856095679,GIFT,True,2009-06-30,None
06886897160,13916896853,GIFT,True,2006-01-15,None
06897299427,22857399130,GIFT,True,2009-12-11,None
06900449648,12820249753,GIFT,True,1948-09-15,None
06904796156,06914898097,GIFT,True,1993-04-07,None
06911448600,20911249309,GIFT,True,1953-10-15,None
06925198321,30865398898,GIFT,True,2011-07-21,None
07820548927,06880349447,GIFT,True,1956-04-15,None
07820748616,09811049147,GIFT,True,2019-11-21,None
07825695936,21925699419,GIFT,True,1997-03-10,None
07825898691,08815897332,GIFT,True,2013-07-26,None
07826797139,14876896037,GIFT,True,1988-06-16,None
07830848899,11891048795,GIFT,True,1980-09-27,None
07831248801,14861249124,GIFT,True,2016-02-23,None
07838099402,30857697932,GIFT,True,2013-07-07,None
07840049978,08830049836,ENKE_ELLER_ENKEMANN,True,2021-10-16,None
07840049978,08830049836,GIFT,False,1961-09-24,None
07841048193,28910647840,GIFT,True,1958-05-16,None
07845999052,15915997799,GIFT,True,1989-09-25,None
07846599007,02836297906,GIFT,True,2016-02-01,None
07847296601,07897497578,GIFT,True,2001-04-08,None
07850649892,08810949733,GIFT,True,1933-10-12,None
07850748777,28810649803,GIFT,True,1974-12-11,None
07860449689,14840147941,GIFT,True,1974-08-12,None
07870449830,10840549556,GIFT,True,1985-03-19,None
07870749893,24880749575,GIFT,True,1944-04-14,None
07878198004,15928298792,GIFT,True,2003-12-10,None
07879299513,21889598619,GIFT,True,2016-03-11,None
07880749611,02910848790,GIFT,True,1988-01-08,None
07880949300,09860647688,GIFT,True,1985-04-06,None
07881349919,27891249697,GIFT,True,1997-01-11,None
07885096179,22855096084,GIFT,True,1978-05-26,None
07897197949,04907497831,GIFT,True,1998-02-06,None
07910748674,21920749566,GIFT,True,2006-05-22,None
07915997281,20825797522,GIFT,True,2007-01-15,None
07920349131,06840549680,GIFT,True,2008-05-11,None
07923448424,29903548132,GIFT,True,1960-07-15,None
07925799836,17885898521,GIFT,True,1992-07-25,None
07927998445,20867896342,GIFT,True,2009-09-15,None
08810949733,07850649892,GIFT,True,1933-10-12,None
08816696373,29906698666,GIFT,True,2008-02-27,None
08822449795,15922148284,GIFT,True,2019-12-13,None
08826997029,31836895560,GIFT,True,2006-04-09,None
08827195260,12847496981,GIFT,True,2017-04-30,None
08827697932,03838098400,GIFT,True,2009-07-07,None
08830049836,07840049978,GIFT,True,1961-09-24,None
08831949237,14891849533,GIFT,True,1956-04-13,None
08836696272,17896696920,GIFT,True,2005-08-21,None
08840349455,16870549974,GIFT,True,1978-11-10,None
08841047924,19810848262,GIFT,True,1960-06-24,None
08841549687,11881249954,GIFT,True,1960-07-24,None
08844896590,22924896233,GIFT,True,1973-05-09,None
08846596756,04876599665,GIFT,True,2006-07-31,None
08848095681,22857996937,GIFT,True,1999-06-02,None
08848498883,07868498905,GIFT,True,2007-12-26,None
08856199496,30886198511,GIFT,True,1996-01-02,None
08857094930,02887096816,GIFT,True,2007-12-11,None
08870147644,02920248937,GIFT,True,2008-10-29,None
08870349182,29890349224,GIFT,True,2019-12-24,None
08871048798,09820849075,GIFT,True,1948-08-01,None
08876197546,17896399268,GIFT,True,2003-02-11,None
08876598656,16906497933,GIFT,True,2013-08-03,None
08881448832,21911449118,GIFT,True,1989-04-02,None
08883147961,10923249627,GIFT,True,1972-02-26,None
08884298394,27864498863,GIFT,True,1999-07-01,None
08885796800,03885696138,GIFT,True,2019-02-20,None
08886298502,12836199624,GIFT,True,2018-10-31,None
08891049723,09841049036,GIFT,True,2009-07-12,None
08899499817,06899199977,GIFT,True,2013-10-09,None
08902949667,24822749743,GIFT,True,1979-05-18,None
08908398336,04818198480,GIFT,True,2003-05-26,None
08910848624,30830748756,GIFT,True,1948-07-07,None
08920549293,27810549772,GIFT,True,1946-10-02,None
08925398331,28925498485,GIFT,True,1979-07-21,None
08927099390,27917095634,GIFT,True,2003-11-15,None
09810449435,09880549305,GIFT,True,2006-01-07,None
09811049147,07820748616,GIFT,True,2019-11-21,None
09811349442,11881249369,GIFT,True,1976-02-05,None
09813148673,03903546750,GIFT,True,2003-06-14,None
09820849075,08871048798,GIFT,True,1948-08-01,None
09825298069,26885397513,GIFT,True,2001-01-09,None
09826197606,30896397911,GIFT,True,2000-07-01,None
09833847977,06873749243,GIFT,True,1981-12-04,None
09836798829,22826996181,GIFT,True,2018-11-10,None
09840849721,21900649646,GIFT,True,1945-06-30,None
09841049036,08891049723,GIFT,True,2009-07-12,None
09848698935,25918999402,GIFT,True,2018-08-12,None
09857096204,01926796107,GIFT,True,2002-10-17,None
09857196144,01887497644,GIFT,True,1995-10-07,None
09857797105,18897698818,GIFT,True,2004-07-12,None
09860647688,07880949300,GIFT,True,1985-04-06,None
09862748449,03922648572,GIFT,True,1968-12-23,None
09867196053,22857496942,GIFT,True,2012-06-20,None
09878299210,14898498949,GIFT,True,2017-03-16,None
09878899730,06919099621,GIFT,True,2016-08-24,None
09880549305,09810449435,GIFT,True,2006-01-07,None
09886098186,11876097623,GIFT,True,2016-07-07,None
09886296611,09886397345,GIFT,True,2006-03-12,None
09887497718,18857195201,GIFT,True,2014-08-18,None
09889198424,17899197542,GIFT,True,2018-11-24,None
09895896931,05845896854,GIFT,True,1997-12-05,None
09896197646,03876296798,GIFT,True,2009-08-29,None
09898298164,17878499255,GIFT,True,2018-09-07,None
09911048725,24870848036,GIFT,True,1969-02-26,None
09911648811,18861749165,GIFT,True,1991-01-15,None
09917298669,23827298719,GIFT,True,2003-02-21,None
09925796333,04875894299,GIFT,True,2012-10-22,None
10835398280,27925498527,GIFT,True,2002-03-14,None
10840549556,07870449830,GIFT,True,1985-03-19,None
10840648430,13880747392,GIFT,True,1971-09-14,None
10846797136,09826698656,GIFT,True,2009-01-22,None
10851948835,20821849366,GIFT,True,1943-10-18,None
10855298673,09865497781,GIFT,True,1985-08-04,None
10860549617,01870349390,GIFT,True,1988-09-09,None
10876599428,10916497151,GIFT,True,1998-12-20,None
10880349908,02840549634,GIFT,True,2011-07-23,None
10880849064,23920848338,GIFT,True,1991-12-10,None
10883648051,11864099345,GIFT,True,1996-05-28,None
10890247976,18810248641,GIFT,True,1987-05-13,None
10894698921,31854998067,GIFT,True,1995-09-24,None
10901848993,19831749043,GIFT,True,1959-05-09,None
10906898786,06826799887,GIFT,True,1997-02-26,None
10917797051,26908097997,GIFT,True,2004-03-10,None
11815796707,01916096433,GIFT,True,2007-12-06,None
11815995017,25835997106,GIFT,True,1994-05-05,None
11830249380,04810347428,GIFT,True,1925-06-19,None
11847798159,07857698252,GIFT,True,2000-12-04,None
11850249956,14840148816,GIFT,True,2010-12-05,None
11855397910,05835197893,GIFT,True,1990-05-18,None
11864099345,10883648051,GIFT,True,1996-05-28,None
