fnummer1,fnummer2,fnummer1_rolle,ergjeldende,gyldighetsdato
04843448378,10886896595,FAR,True,2021-04-08
04843448378,06895699282,FAR,True,2021-04-08
04843448378,05816295760,FAR,True,2021-04-08
04843448378,01903149694,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04843448378,22830348194,BARN,True,1934-04-04
04843448378,31830249403,BARN,True,1934-04-04
04851449286,27913849243,MOR,True,2021-04-08
04851449286,21904497034,MOR,True,2021-04-08
04851449286,19854797797,MOR,True,2021-04-08
04851449286,23921349165,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04853648995,28907396187,FAR,True,2021-04-08
04853648995,16816995101,FAR,True,2021-04-08
04853648995,14866894540,FAR,True,2021-04-08
04853648995,06916595377,FAR,True,2021-04-08
04853648995,07854098262,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04853648995,10920348799,BARN,True,1936-05-04
04853648995,09830547859,BARN,True,1936-05-04
04857699624,18870199992,MOR,True,2021-04-08
04857699624,10921299937,MOR,True,2021-04-08
04857699624,07920799471,MOR,True,2021-04-08
04857699624,12847798783,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04857699624,25914398943,BARN,True,1976-05-04
04857699624,28844399423,BARN,True,1976-05-04
04861198605,09848698935,BARN,True,2011-06-04
04861198605,25918999402,BARN,True,2011-06-04
04867399823,01857599949,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04867399823,12824099748,BARN,True,1973-06-04
04867399823,03833849882,BARN,True,1973-06-04
04867496535,14859698515,FAR,True,2021-04-08
04867496535,03827296685,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04867496535,18894197974,BARN,True,1974-06-04
04867496535,01854298441,BARN,True,1974-06-04
04869398239,03869498563,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04869398239,30896397911,BARN,True,1993-06-04
04869398239,09826197606,BARN,True,1993-06-04
04870649946,28884497827,FAR,True,2021-04-08
04870649946,03823249887,FAR,True,2021-04-08
04870649946,06870649086,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04870799719,02898299328,BARN,True,2007-07-04
04870799719,09868499858,BARN,True,2007-07-04
04876395520,17888897631,FAR,True,2021-04-08
04876395520,08879997578,FAR,True,2021-04-08
04876395520,04919198619,FAR,True,2021-04-08
04876395520,10876296409,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04876395520,22873249335,BARN,True,1963-07-04
04876395520,01823449255,BARN,True,1963-07-04
04879499033,10846797136,BARN,True,1994-07-04
04879499033,09826698656,BARN,True,1994-07-04
04893949610,13851449722,BARN,True,1939-09-04
04893949610,25881149284,BARN,True,1939-09-04
04896799091,24899298582,MOR,True,2021-04-08
04896799091,10909998781,MOR,True,2021-04-08
04896799091,11900198215,MOR,True,2021-04-08
04896799091,02909499316,MOR,True,2021-04-08
04896799091,07816996559,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04896799091,05893548973,BARN,True,1967-09-04
04896799091,19923549016,BARN,True,1967-09-04
04898697792,26921297245,FAR,True,2021-04-08
04898697792,13811998049,FAR,True,2021-04-08
04898697792,08861797792,FAR,True,2021-04-08
04898697792,06919097882,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04898697792,13825895145,BARN,True,1986-09-04
04898697792,14905897072,BARN,True,1986-09-04
04899999199,04897097759,BARN,True,1999-09-04
04899999199,04837096672,BARN,True,1999-09-04
04904897316,22888098120,FAR,True,2021-04-08
04904897316,19907396498,FAR,True,2021-04-08
04904897316,09857797105,FAR,True,2021-04-08
04904897316,08848498883,FAR,True,2021-04-08
04904897316,01867498458,FAR,True,2021-04-08
04904897316,03924997035,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04904897316,11881647917,BARN,True,1948-10-04
04904897316,03901948002,BARN,True,1948-10-04
04907497831,26850999014,MOR,True,2021-04-08
04907497831,07897197949,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04907497831,14853748987,BARN,True,1974-10-04
04907497831,28873748631,BARN,True,1974-10-04
04907798769,27925498527,BARN,True,1977-10-04
04907798769,10835398280,BARN,True,1977-10-04
04908896969,31889097801,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04908896969,12825196569,BARN,True,1988-10-04
04908896969,31885595882,BARN,True,1988-10-04
04918898293,21898997518,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04918898293,12866596369,BARN,True,1988-11-04
04918898293,10836298298,BARN,True,1988-11-04
04921349667,24824998023,MOR,True,2021-04-08
04921349667,05873949246,MOR,True,2021-04-08
04921349667,17921349998,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04924199623,20821749930,BARN,True,1941-12-04
04924199623,22862049466,BARN,True,1941-12-04
04927898840,16891498334,MOR,True,2021-04-08
04927898840,14821299773,MOR,True,2021-04-08
04927898840,12911099126,MOR,True,2021-04-08
04927898840,09851199575,MOR,True,2021-04-08
04927898840,20857897731,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
04927898840,27925498527,BARN,True,1978-12-04
04927898840,10835398280,BARN,True,1978-12-04
05815998059,14913049722,BARN,True,1959-01-05
05815998059,04813049894,BARN,True,1959-01-05
05820698136,08827697932,BARN,True,2006-02-05
05820698136,03838098400,BARN,True,2006-02-05
05821049271,26903149883,MOR,True,2021-04-08
05821049271,17883149238,MOR,True,2021-04-08
05821049271,05923648730,MOR,True,2021-04-08
05821049271,04884598643,MOR,True,2021-04-08
05821049271,25840749544,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05828599358,18812099554,FAR,True,2021-04-08
05828599358,20818499222,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05828599358,06925198321,BARN,True,1985-02-05
05828599358,30865398898,BARN,True,1985-02-05
05834697345,27867599490,FAR,True,2021-04-08
05834697345,23878298969,FAR,True,2021-04-08
05834697345,24857699404,FAR,True,2021-04-08
05834697345,09837597274,FAR,True,2021-04-08
05834697345,06887197405,FAR,True,2021-04-08
05834697345,12904998204,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05834697345,07901148516,BARN,True,1946-03-05
05834697345,22871349219,BARN,True,1946-03-05
05835597433,28898398864,MOR,True,2021-04-08
05835597433,10812348626,BARN,True,1955-03-05
05835597433,18852547908,BARN,True,1955-03-05
05835597433,31925196358,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05836398051,29918795748,MOR,True,2021-04-08
05836398051,15829597184,MOR,True,2021-04-08
05836398051,12859497207,MOR,True,2021-04-08
05836398051,17816197961,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05836398051,07912849192,BARN,True,1963-03-05
05836398051,27912948442,BARN,True,1963-03-05
05836496142,07818697346,FAR,True,2021-04-08
05836496142,16926397811,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05836496142,22822748124,BARN,True,1964-03-05
05836496142,31922847250,BARN,True,1964-03-05
05836998148,08859999256,FAR,True,2021-04-08
05836998148,28876699240,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05836998148,28894098122,BARN,True,1969-03-05
05836998148,08913949413,BARN,True,1969-03-05
05837599905,07863649948,BARN,True,1975-03-05
05837599905,27833849870,BARN,True,1975-03-05
05845896854,22908398797,MOR,True,2021-04-08
05845896854,03918898769,MOR,True,2021-04-08
05845896854,28923249690,BARN,True,1958-04-05
05845896854,11823548534,BARN,True,1958-04-05
05845896854,09895896931,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05870049465,22822948832,MOR,True,2021-04-08
05870049465,16853148516,MOR,True,2021-04-08
05870049465,15823049460,MOR,True,2021-04-08
05870049465,12832549167,MOR,True,2021-04-08
05870049465,22910049902,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05870049708,22873449881,FAR,True,2021-04-08
05870049708,20862849788,FAR,True,2021-04-08
05870049708,19893349319,FAR,True,2021-04-08
05870049708,08882549837,FAR,True,2021-04-08
05870049708,23850049882,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05884698512,28827796788,FAR,True,2021-04-08
05884698512,24838399076,FAR,True,2021-04-08
05884698512,14858597782,FAR,True,2021-04-08
05884698512,14897597390,FAR,True,2021-04-08
05884698512,05894998050,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05884698512,05812349505,BARN,True,1946-08-05
05884698512,27832249675,BARN,True,1946-08-05
05885296132,28857997230,FAR,True,2021-04-08
05885296132,18908696197,FAR,True,2021-04-08
05885296132,20828897366,FAR,True,2021-04-08
05885296132,16878396743,FAR,True,2021-04-08
05885296132,13868299015,FAR,True,2021-04-08
05885296132,25845498671,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05885296132,17871849560,BARN,True,1952-08-05
05885296132,27901948858,BARN,True,1952-08-05
05885398911,21828599000,FAR,True,2021-04-08
05885398911,19867999461,FAR,True,2021-04-08
05885398911,16878999715,FAR,True,2021-04-08
05885398911,16878899532,FAR,True,2021-04-08
05885398911,03905198091,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05885398911,20922149306,BARN,True,1953-08-05
05885398911,04862349607,BARN,True,1953-08-05
05892648370,31905396148,FAR,True,2021-04-08
05892648370,16886094632,FAR,True,2021-04-08
05892648370,10876196145,FAR,True,2021-04-08
05892648370,04915995344,FAR,True,2021-04-08
05892648370,01865296610,FAR,True,2021-04-08
05892648370,01815694380,FAR,True,2021-04-08
05892648370,23813047462,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05892648370,11820448962,BARN,True,1926-09-05
05892648370,29920347655,BARN,True,1926-09-05
05894998050,28827796788,MOR,True,2021-04-08
05894998050,24838399076,MOR,True,2021-04-08
05894998050,14858597782,MOR,True,2021-04-08
05894998050,14897597390,MOR,True,2021-04-08
05894998050,05884698512,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05894998050,24841949737,BARN,True,1949-09-05
05894998050,30871849478,BARN,True,1949-09-05
05897598819,21830599409,MOR,True,2021-04-08
05897598819,06820699392,MOR,True,2021-04-08
05897598819,02829898538,MOR,True,2021-04-08
05897598819,29907398399,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05897598819,25834698342,BARN,True,1975-09-05
05897598819,31854798025,BARN,True,1975-09-05
05898199314,23911998491,FAR,True,2021-04-08
05898199314,24840898403,FAR,True,2021-04-08
05898199314,08911898919,FAR,True,2021-04-08
05898199314,25888298412,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05898199314,08925298159,BARN,True,1981-09-05
05898199314,01825499063,BARN,True,1981-09-05
05900348985,27853448074,FAR,True,2021-04-08
05900348985,04852647901,FAR,True,2021-04-08
05900348985,18810347879,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05910049978,27893149622,FAR,True,2021-04-08
05910049978,23813049635,FAR,True,2021-04-08
05910049978,01852349871,FAR,True,2021-04-08
05910049978,03890049639,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05910849915,15863849478,FAR,True,2021-04-08
05910849915,06923849929,FAR,True,2021-04-08
05910849915,04874298862,FAR,True,2021-04-08
05910849915,01903349111,FAR,True,2021-04-08
05910849915,30900949630,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
05918898737,22825298561,BARN,True,1988-11-05
05918898737,28885599615,BARN,True,1988-11-05
06819496933,22831698199,FAR,True,2021-04-08
06819496933,05819497283,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06819496933,14916394382,BARN,True,1994-01-06
06819496933,30846197415,BARN,True,1994-01-06
06820699392,29907398399,BARN,True,2006-02-06
06820699392,05897598819,BARN,True,2006-02-06
06824698269,25901749399,BARN,True,1946-02-06
06824698269,05881749671,BARN,True,1946-02-06
06828497950,27918197694,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06828497950,24905096989,BARN,True,1984-02-06
06828497950,21924897098,BARN,True,1984-02-06
06832248043,26835396346,MOR,True,2021-04-08
06832248043,14874996697,MOR,True,2021-04-08
06832248043,10855896597,MOR,True,2021-04-08
06832248043,29852248759,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06834797214,31817699084,MOR,True,2021-04-08
06834797214,28838499629,MOR,True,2021-04-08
06834797214,10917797051,MOR,True,2021-04-08
06834797214,03857599240,MOR,True,2021-04-08
06834797214,11814996710,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06834797214,14872449184,BARN,True,1947-03-06
06834797214,29912249601,BARN,True,1947-03-06
06836597239,28819599426,MOR,True,2021-04-08
06836597239,19828899832,MOR,True,2021-04-08
06836597239,07910099889,MOR,True,2021-04-08
06836597239,12846498530,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06836597239,19892849547,BARN,True,1965-03-06
06836597239,17852649062,BARN,True,1965-03-06
06840549680,16852749478,MOR,True,2021-04-08
06840549680,14863049491,MOR,True,2021-04-08
06840549680,10893449650,MOR,True,2021-04-08
06840549680,10864099497,MOR,True,2021-04-08
06840549680,07920349131,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06846198049,20909699240,MOR,True,2021-04-08
06846198049,22849498405,MOR,True,2021-04-08
06846198049,10868998836,MOR,True,2021-04-08
06846198049,08839998644,MOR,True,2021-04-08
06846198049,16846196785,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06846198049,15842849702,BARN,True,1961-04-06
06846198049,26883049259,BARN,True,1961-04-06
06846596516,16829196356,FAR,True,2021-04-08
06846596516,11918898338,FAR,True,2021-04-08
06846596516,06860096976,FAR,True,2021-04-08
06846596516,02850098940,FAR,True,2021-04-08
06846596516,12856497818,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06846596516,11924098106,BARN,True,1965-04-06
06846596516,06903949021,BARN,True,1965-04-06
06850098725,13907297750,BARN,True,2000-05-06
06850098725,07917396439,BARN,True,2000-05-06
06861349061,25865096596,MOR,True,2021-04-08
06861349061,06903749413,MOR,True,2021-04-08
06861349061,15851349518,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06866097567,23859396402,FAR,True,2021-04-08
06866097567,16838198248,FAR,True,2021-04-08
06866097567,02918798032,FAR,True,2021-04-08
06866097567,04825796229,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06866097567,16862648734,BARN,True,1960-06-06
06866097567,12862849270,BARN,True,1960-06-06
06867398846,02867199732,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06867398846,12824099748,BARN,True,1973-06-06
06867398846,03833849882,BARN,True,1973-06-06
06870649086,28884497827,MOR,True,2021-04-08
06870649086,03823249887,MOR,True,2021-04-08
06870649086,04870649946,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06870799959,27847399126,BARN,True,2007-07-06
06870799959,09867397636,BARN,True,2007-07-06
06871299720,14877698700,BARN,True,2012-07-06
06871299720,15887799897,BARN,True,2012-07-06
06873749243,13916298859,MOR,True,2021-04-08
06873749243,10836398209,MOR,True,2021-04-08
06873749243,08816696535,MOR,True,2021-04-08
06873749243,08816696373,MOR,True,2021-04-08
06873749243,17830749209,BARN,True,1937-07-06
06873749243,13860749909,BARN,True,1937-07-06
06873749243,09833847977,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06876394543,31889098352,FAR,True,2021-04-08
06876394543,03818898125,FAR,True,2021-04-08
06876394543,30863848489,BARN,True,1963-07-06
06876394543,12863747196,BARN,True,1963-07-06
06876394543,04816196413,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06876897332,28873348749,BARN,True,1968-07-06
06876897332,01873549226,BARN,True,1968-07-06
06877598444,08913949413,BARN,True,1975-07-06
06877598444,28894098122,BARN,True,1975-07-06
06877598444,02827397965,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06879099380,12901899698,FAR,True,2021-04-08
06879099380,08821399093,FAR,True,2021-04-08
06879099380,30918998876,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06879099380,17905796518,BARN,True,1990-07-06
06879099380,03815698451,BARN,True,1990-07-06
06880249183,31882749323,FAR,True,2021-04-08
06880249183,24813249444,FAR,True,2021-04-08
06880249183,13882648707,FAR,True,2021-04-08
06880249183,04862648795,FAR,True,2021-04-08
06880249183,01920449057,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06880349447,19892648630,MOR,True,2021-04-08
06880349447,15873348922,MOR,True,2021-04-08
06880349447,15812647870,MOR,True,2021-04-08
06880349447,05893548973,MOR,True,2021-04-08
06880349447,07820548927,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06885997900,26868199597,FAR,True,2021-04-08
06885997900,22928799453,FAR,True,2021-04-08
06885997900,24898799332,FAR,True,2021-04-08
06885997900,04856095679,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06885997900,14852448734,BARN,True,1959-08-06
06885997900,15902549819,BARN,True,1959-08-06
06886897160,13916896853,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06886897160,20894397994,BARN,True,1968-08-06
06886897160,28854598076,BARN,True,1968-08-06
06891499904,13918599732,BARN,True,2014-09-06
06891499904,25838199669,BARN,True,2014-09-06
06897299427,29900099809,MOR,True,2021-04-08
06897299427,12890199877,MOR,True,2021-04-08
06897299427,22857399130,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06897299427,07863649948,BARN,True,1972-09-06
06897299427,27833849870,BARN,True,1972-09-06
06900449648,27883349674,MOR,True,2021-04-08
06900449648,21812949788,MOR,True,2021-04-08
06900449648,19894099308,MOR,True,2021-04-08
06900449648,15902849529,MOR,True,2021-04-08
06900449648,12820249753,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06904796156,27897696687,FAR,True,2021-04-08
06904796156,04827598092,FAR,True,2021-04-08
06904796156,06914898097,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06904796156,17882248194,BARN,True,1947-10-06
06904796156,08832348032,BARN,True,1947-10-06
06911448600,27844198073,MOR,True,2021-04-08
06911448600,11864795945,MOR,True,2021-04-08
06911448600,12863747196,MOR,True,2021-04-08
06911448600,20911249309,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06925198321,21847698109,FAR,True,2021-04-08
06925198321,17898199444,FAR,True,2021-04-08
06925198321,05828599358,FAR,True,2021-04-08
06925198321,30865398898,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
06925198321,22902049707,BARN,True,1951-12-06
06925198321,31881649899,BARN,True,1951-12-06
07820548927,19892648630,FAR,True,2021-04-08
07820548927,15873348922,FAR,True,2021-04-08
07820548927,15812647870,FAR,True,2021-04-08
07820548927,05893548973,FAR,True,2021-04-08
07820548927,06880349447,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07820748616,30863848489,MOR,True,2021-04-08
07820748616,19914497046,MOR,True,2021-04-08
07820748616,17924495642,MOR,True,2021-04-08
07820748616,04873148204,MOR,True,2021-04-08
07820748616,09811049147,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07825695936,03838698416,FAR,True,2021-04-08
07825695936,21925699419,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07825695936,16872949732,BARN,True,1956-02-07
07825695936,23872849009,BARN,True,1956-02-07
07825898691,16829198448,MOR,True,2021-04-08
07825898691,09908398022,MOR,True,2021-04-08
07825898691,07899197814,MOR,True,2021-04-08
07825898691,03899098721,MOR,True,2021-04-08
07825898691,08815897332,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07825898691,07853549775,BARN,True,1958-02-07
07825898691,05833449615,BARN,True,1958-02-07
07826797139,06900499238,FAR,True,2021-04-08
07826797139,06860499078,FAR,True,2021-04-08
07826797139,01819697783,FAR,True,2021-04-08
07826797139,01810599134,FAR,True,2021-04-08
07826797139,14876896037,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07826797139,28873348749,BARN,True,1967-02-07
07826797139,01873549226,BARN,True,1967-02-07
07827898729,20894397994,BARN,True,1978-02-07
07827898729,28854598076,BARN,True,1978-02-07
07830848899,28854598076,MOR,True,2021-04-08
07830848899,12923648370,MOR,True,2021-04-08
07830848899,10863149709,MOR,True,2021-04-08
07830848899,04914298356,MOR,True,2021-04-08
07830848899,11891048795,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07830998238,02878498324,BARN,True,2009-03-07
07830998238,05878198036,BARN,True,2009-03-07
07831248801,18834197924,MOR,True,2021-04-08
07831248801,17814397270,MOR,True,2021-04-08
07831248801,12864797480,MOR,True,2021-04-08
07831248801,05853648843,MOR,True,2021-04-08
07831248801,14861249124,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07838099402,30857697932,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07838099402,23874198773,BARN,True,1980-03-07
07838099402,28884497827,BARN,True,1980-03-07
07840049978,28912649131,FAR,True,2021-04-08
07840049978,21902749532,FAR,True,2021-04-08
07840049978,18923249377,FAR,True,2021-04-08
07840049978,16862449243,FAR,True,2021-04-08
07840049978,08830049836,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07841048193,31873148058,FAR,True,2021-04-08
07841048193,20843648496,FAR,True,2021-04-08
07841048193,11924098106,FAR,True,2021-04-08
07841048193,04814497122,FAR,True,2021-04-08
07841048193,03853549133,FAR,True,2021-04-08
07841048193,28910647840,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07845999052,22878699282,MOR,True,2021-04-08
07845999052,18818197442,MOR,True,2021-04-08
07845999052,01812647268,BARN,True,1959-04-07
07845999052,29872949397,BARN,True,1959-04-07
07845999052,15915997799,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07846599007,27888999553,MOR,True,2021-04-08
07846599007,21929399983,MOR,True,2021-04-08
07846599007,16929799295,MOR,True,2021-04-08
07846599007,02836297906,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07846599007,11902649974,BARN,True,1965-04-07
07846599007,02882749420,BARN,True,1965-04-07
07847296601,02929899299,MOR,True,2021-04-08
07847296601,07897497578,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07847296601,10873949908,BARN,True,1972-04-07
07847296601,15823649638,BARN,True,1972-04-07
07850649892,23813449870,MOR,True,2021-04-08
07850649892,15814597668,MOR,True,2021-04-08
07850649892,09924299549,MOR,True,2021-04-08
07850649892,08924098784,MOR,True,2021-04-08
07850649892,08810949733,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07850748777,23813449609,FAR,True,2021-04-08
07850748777,17834598329,FAR,True,2021-04-08
07850748777,28810649803,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07857597448,21863748930,BARN,True,1975-05-07
07857597448,28903747856,BARN,True,1975-05-07
07860449689,14902849832,MOR,True,2021-04-08
07860449689,15842849702,MOR,True,2021-04-08
07860449689,12903249372,MOR,True,2021-04-08
07860449689,10853549520,MOR,True,2021-04-08
07860449689,14840147941,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07870449830,20843848509,MOR,True,2021-04-08
07870449830,21813749189,MOR,True,2021-04-08
07870449830,18904098503,MOR,True,2021-04-08
07870449830,14913049722,MOR,True,2021-04-08
07870449830,10840549556,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07870749893,27844599183,MOR,True,2021-04-08
07870749893,23913149866,MOR,True,2021-04-08
07870749893,08863249822,MOR,True,2021-04-08
07870749893,24880749575,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07878198004,04860798501,MOR,True,2021-04-08
07878198004,15928298792,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07878198004,08815397186,BARN,True,1981-07-07
07878198004,09855196279,BARN,True,1981-07-07
07879299513,21889598619,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07879299513,18865797776,BARN,True,1992-07-07
07879299513,21846096679,BARN,True,1992-07-07
07880749611,25864198409,MOR,True,2021-04-08
07880749611,08853848388,MOR,True,2021-04-08
07880749611,01843348420,MOR,True,2021-04-08
07880749611,02910848790,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07880949300,27903149065,FAR,True,2021-04-08
07880949300,26814197351,FAR,True,2021-04-08
07880949300,18874099208,FAR,True,2021-04-08
07880949300,07814198485,FAR,True,2021-04-08
07880949300,09860647688,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07881349919,29865098705,FAR,True,2021-04-08
07881349919,20913749430,FAR,True,2021-04-08
07881349919,18914898389,FAR,True,2021-04-08
07881349919,18874498811,FAR,True,2021-04-08
07881349919,10814897988,FAR,True,2021-04-08
07881349919,27891249697,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07881498493,31817797337,BARN,True,2014-08-07
07881498493,15918098418,BARN,True,2014-08-07
07885096179,19887197302,FAR,True,2021-04-08
07885096179,15817396736,FAR,True,2021-04-08
07885096179,12828297005,FAR,True,2021-04-08
07885096179,22855096084,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07885096179,22831148504,BARN,True,1950-08-07
07885096179,09921248676,BARN,True,1950-08-07
07897197949,26850999014,FAR,True,2021-04-08
07897197949,04907497831,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07897197949,28894098122,BARN,True,1971-09-07
07897197949,08913949413,BARN,True,1971-09-07
07907397070,10924397921,BARN,True,1973-10-07
07907397070,06924198646,BARN,True,1973-10-07
07910748674,07884099107,MOR,True,2021-04-08
07910748674,21920749566,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07915997281,27819495969,MOR,True,2021-04-08
07915997281,11829499047,MOR,True,2021-04-08
07915997281,20825797522,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07915997281,31882749323,BARN,True,1959-11-07
07915997281,16832849247,BARN,True,1959-11-07
07920349131,16852749478,FAR,True,2021-04-08
07920349131,14863049491,FAR,True,2021-04-08
07920349131,10893449650,FAR,True,2021-04-08
07920349131,10864099497,FAR,True,2021-04-08
07920349131,06840549680,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07920799471,12847798783,BARN,True,2007-12-07
07920799471,04857699624,BARN,True,2007-12-07
07923448424,22826795194,MOR,True,2021-04-08
07923448424,05886195275,MOR,True,2021-04-08
07923448424,03837094975,MOR,True,2021-04-08
07923448424,29903548132,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07923448424,10920348799,BARN,True,1934-12-07
07923448424,09830547859,BARN,True,1934-12-07
07925799836,19898299867,MOR,True,2021-04-08
07925799836,17885898521,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07925799836,18882349957,BARN,True,1957-12-07
07925799836,02912449648,BARN,True,1957-12-07
07927998445,25900298415,MOR,True,2021-04-08
07927998445,21840798485,MOR,True,2021-04-08
07927998445,22850498451,MOR,True,2021-04-08
07927998445,13881197752,MOR,True,2021-04-08
07927998445,20867896342,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
07927998445,28885596306,BARN,True,1979-12-07
07927998445,27835195207,BARN,True,1979-12-07
08810949733,23813449870,FAR,True,2021-04-08
08810949733,15814597668,FAR,True,2021-04-08
08810949733,09924299549,FAR,True,2021-04-08
08810949733,08924098784,FAR,True,2021-04-08
08810949733,07850649892,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
08816696373,31830198108,FAR,True,2021-04-08
08816696373,22890298056,FAR,True,2021-04-08
08816696373,17829397897,FAR,True,2021-04-08
08816696373,15859197180,FAR,True,2021-04-08
08816696373,12869497892,FAR,True,2021-04-08
08816696373,10899198625,FAR,True,2021-04-08
08816696373,29906698666,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
08816696373,09833847977,BARN,True,1966-01-08
08816696373,06873749243,BARN,True,1966-01-08
08822449795,29895197740,FAR,True,2021-04-08
08822449795,30914996852,FAR,True,2021-04-08
08822449795,16916097011,FAR,True,2021-04-08
08822449795,16895796984,FAR,True,2021-04-08
08822449795,15922148284,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
08826997029,29910299245,MOR,True,2021-04-08
08826997029,26829298359,MOR,True,2021-04-08
08826997029,04889198015,MOR,True,2021-04-08
08826997029,31836895560,EKTEFELLE_ELLER_PARTNER,True,1970-01-01
08826997029,22923549386,BARN,True,1969-02-08
